age,annual_income,is_salaried,investment_80c,investment_80d,home_loan_interest,education_loan_interest,donations_80g,other_deductions,standard_deduction,taxable_old,tax_old,taxable_new,tax_new,best_regime
39,97412,1,7817,0,6838,373,289,280,50000,31815,0.0,90574,0.0,old
43,2911462,1,146330,39532,209398,4515,0,32963,50000,2438122,565694.06,2711462,523576.14,new
57,113290,1,4853,1459,105,204,380,314,50000,55975,0.0,113185,0.0,old
26,651259,0,32311,6936,58646,812,2433,5898,0,544223,22198.38,592613,0.0,new
23,762864,0,11337,9331,26834,1292,3605,5173,0,705292,55700.74,736030,24547.12,new
69,246520,0,11414,3947,16516,848,835,988,0,211972,0.0,230004,0.0,old
18,733008,0,17088,3974,31558,3136,2361,497,0,674394,49273.95,701450,20950.8,new
21,221783,0,22077,2709,18214,285,235,938,0,177325,0.0,203569,0.0,old
40,418935,1,30801,3287,16094,1128,1028,2704,50000,313893,0.0,402841,0.0,old
52,868699,1,55088,6098,27857,1989,2148,9307,50000,716212,57972.1,840842,35447.57,new
31,672994,1,26143,5169,39351,1535,451,4689,50000,545656,22496.45,633643,0.0,new
39,561723,1,21152,0,3015,1541,1650,1737,50000,482628,0.0,558708,0.0,old
31,455598,0,25996,5793,17537,578,886,4229,0,400579,0.0,438061,0.0,old
24,669148,1,36860,8274,176,2131,278,3938,50000,567491,27038.13,668972,0.0,new
30,584497,0,22461,7722,16150,1246,1692,3533,0,531693,19592.14,568347,0.0,new
59,4572381,0,150000,50000,203465,12627,6774,28641,0,4124339,1091793.77,4372381,1041782.87,new
49,2079647,1,112372,14195,93379,3728,10182,18540,50000,1777251,359502.31,1986268,297315.62,new
67,3688881,1,55876,23290,119985,5133,5739,26050,50000,3402808,866676.1,3568896,791095.55,new
49,676099,1,35123,10407,32418,1347,2574,2797,50000,541433,21618.06,643681,0.0,new
43,776780,1,53247,5928,26225,2675,1304,1589,50000,635812,41248.9,750555,26057.72,new
29,286989,1,13515,3501,8257,448,822,1863,50000,208583,0.0,278732,0.0,old
24,991478,1,79878,8202,15438,1306,2589,7612,50000,826453,80902.22,976040,49508.16,new
51,85570,1,2878,319,328,272,244,599,50000,30930,0.0,85242,0.0,old
18,635475,1,53046,3874,15180,1125,1723,4750,50000,505777,14201.62,620295,0.0,new
45,156048,1,3583,1312,9965,333,0,864,50000,89991,0.0,146083,0.0,old
36,115744,1,9272,1895,10434,396,165,886,50000,42696,0.0,105310,0.0,old
51,777098,1,30489,7788,58051,2638,273,4027,50000,623832,38757.06,719047,22780.89,new
62,266767,1,11610,2739,15280,590,343,1526,50000,184679,0.0,251487,0.0,old
19,591992,1,54576,9758,37523,978,468,2377,50000,436312,0.0,554469,0.0,old
50,986492,1,50054,10382,91897,1911,2350,10140,50000,769758,69109.66,894595,41037.88,new
31,806187,1,28541,10265,26512,1127,1663,2974,50000,685105,51501.84,779675,29086.2,new
36,1246223,1,343,15363,91878,2833,3993,6666,50000,1075147,140445.86,1154345,76077.82,new
49,260287,0,14388,4396,20484,684,146,284,0,219905,0.0,239803,0.0,old
55,200772,1,8381,1,629,108,754,1399,50000,139500,0.0,200143,0.0,old
44,210656,0,19110,3664,8857,636,54,903,0,177432,0.0,201799,0.0,old
60,481363,1,37716,5225,9036,934,639,5595,50000,372218,0.0,472327,0.0,old
25,611348,1,66068,3834,18760,119,2453,3333,50000,466781,0.0,592588,0.0,old
23,397742,1,36924,4396,0,680,1153,0,50000,304589,0.0,397742,0.0,old
56,124400,1,5212,1722,2154,147,279,527,50000,64359,0.0,122246,0.0,old
24,2395817,0,150000,20475,272615,8346,7521,8973,0,2000502,429156.62,2195817,362694.9,new
67,2806996,0,128303,39348,108992,3675,5020,22204,0,2499454,584829.65,2698004,519377.25,new
65,2629294,1,150000,12967,189685,2237,0,17196,50000,2207209,493649.21,2439609,438758.01,new
24,443725,0,53002,1921,16363,1002,1018,2810,0,367609,0.0,427362,0.0,old
33,195421,1,15417,3707,7927,486,273,366,50000,117245,0.0,187494,0.0,old
57,1008971,1,79278,6519,98097,3161,2305,4482,50000,765129,68146.83,910874,42730.9,new
59,718710,1,63202,3881,44227,1784,2295,1079,50000,552242,23866.34,674483,0.0,new
46,976263,1,60303,4148,46926,2668,1128,7213,50000,803877,76206.42,929337,44651.05,new
55,128318,1,4942,1993,7987,0,562,334,50000,62500,0.0,120331,0.0,old
58,109295,0,5183,1643,7478,200,238,548,0,94005,0.0,101817,0.0,old
20,662991,0,40986,11540,35815,98,377,53,0,574122,28417.38,627176,0.0,new
41,686670,1,32572,6681,30736,1184,2794,5946,50000,556757,24805.46,655934,0.0,new
47,819052,1,68983,5287,53753,1633,1725,6530,50000,631141,40277.33,765299,27591.1,new
59,943785,0,65999,9661,57631,2877,1534,7171,0,798912,75173.7,886154,40160.02,new
31,548272,1,26030,7940,35090,1551,1484,3307,50000,422870,0.0,513182,0.0,old
49,57200,1,3846,530,1665,98,146,404,50000,511,0.0,55535,0.0,old
19,3852613,1,150000,36197,159719,6926,0,12011,50000,3437760,877581.12,3692894,829782.93,new
49,304662,1,19739,3843,24531,208,0,592,50000,205749,0.0,280131,0.0,old
24,703397,0,10725,4018,3680,1756,2073,1,0,681144,50677.95,699717,0.0,new
48,822628,1,19342,9386,21958,1271,621,3198,50000,716852,58105.22,800670,31269.68,new
67,584094,1,27691,3175,37309,947,1386,1462,50000,462124,0.0,546785,0.0,old
52,50481,1,2052,522,3282,152,154,498,50000,0,0.0,47199,0.0,old
20,800190,0,60975,4990,14572,2961,2473,4075,0,710144,56709.95,785618,29704.27,new
57,2422670,1,138703,34133,247105,6570,7021,6333,50000,1979910,422731.92,2222670,371073.04,new
20,767665,0,64334,7421,16391,1187,2723,0,0,675609,49526.67,751274,26132.5,new
20,1419470,1,54130,0,93358,1913,0,2109,50000,1217960,185003.52,1326112,109431.3,new
67,2473847,0,150000,25672,41355,0,6487,10632,0,2239701,503786.71,2432492,436537.5,new
66,576252,1,12860,3918,64061,1494,0,207,50000,443712,0.0,512191,0.0,old
33,945860,1,108035,8973,76906,928,293,7134,50000,693591,53266.93,868954,38371.22,new
59,304814,1,19409,282,14308,948,389,862,50000,218616,0.0,290506,0.0,old
18,258195,1,10404,2722,8123,648,1597,884,50000,183817,0.0,250072,0.0,old
44,60595,0,4026,706,774,121,0,222,0,54746,0.0,59821,0.0,old
28,84409,1,1112,1199,4562,180,292,517,50000,26547,0.0,79847,0.0,old
55,114508,1,0,724,7703,236,0,0,50000,55845,0.0,106805,0.0,old
44,754567,1,52293,7628,0,3449,1229,4353,50000,635615,41207.92,754567,26474.97,new
61,275313,1,3751,4010,23280,801,0,2318,50000,191153,0.0,252033,0.0,old
45,586669,1,45378,12221,26707,1562,1719,1209,50000,447873,0.0,559962,0.0,old
24,495788,1,20732,2618,13623,260,507,3944,50000,404104,0.0,482165,0.0,old
42,866097,0,71919,19570,0,1210,3679,5502,0,764217,67957.14,866097,38074.09,new
63,72076,1,7028,900,0,217,44,342,50000,13545,0.0,72076,0.0,old
26,85025,1,6989,1426,5204,21,384,555,50000,20446,0.0,79821,0.0,old
50,4370293,0,104018,47841,293361,3770,16468,32968,0,3965228,1042151.14,4170293,978731.42,new
62,95026,0,3655,1255,3810,339,135,401,0,85431,0.0,91216,0.0,old
46,80206,1,2646,594,2562,99,172,248,50000,23885,0.0,77644,0.0,old
59,638188,1,12848,10059,5356,941,0,1445,50000,557539,24968.11,632832,0.0,new
27,615525,1,33468,3881,31450,0,1636,2679,50000,492411,0.0,584075,0.0,old
27,124883,0,4467,475,731,279,241,460,0,118230,0.0,124152,0.0,old
67,197880,1,15506,1934,9,170,132,872,50000,129257,0.0,197871,0.0,old
24,618512,1,50879,5314,42897,1172,1162,2868,50000,464220,0.0,575615,0.0,old
40,107910,1,6133,937,5153,0,236,276,50000,45175,0.0,102757,0.0,old
21,518547,0,37203,5114,23615,1041,1524,2340,0,447710,0.0,494932,0.0,old
51,3925665,0,150000,34104,115613,6478,11676,10972,0,3596822,927208.46,3810052,866336.22,new
40,256214,1,11318,4360,7778,432,648,1383,50000,180295,0.0,248436,0.0,old
51,115963,1,5254,212,2341,189,0,506,50000,57461,0.0,113622,0.0,old
67,53249,1,3766,518,1940,172,181,160,50000,0,0.0,51309,0.0,old
65,190999,1,20510,2516,14817,335,211,0,50000,102610,0.0,176182,0.0,old
34,226065,0,18241,2631,6714,752,0,655,0,197072,0.0,219351,0.0,old
37,676423,1,68436,9626,43280,1573,292,4746,50000,498470,0.0,633143,0.0,old
28,810825,1,7205,16134,54928,2255,2477,4773,50000,673053,48995.02,755897,26613.29,new
20,934647,1,0,5137,31520,646,1904,1264,50000,844176,84588.61,903127,41925.21,new
38,824185,1,21597,4746,0,2179,1011,8020,50000,736632,62219.46,824185,33715.24,new
58,210866,1,1779,3053,15421,617,627,659,50000,138710,0.0,195445,0.0,old
32,1340981,1,109090,16338,22805,3612,5373,0,50000,1133763,158734.06,1318176,107780.61,new
42,2485552,1,91944,28309,119165,3983,5515,14288,50000,2172348,482772.58,2366387,415912.74,new
54,64259,1,3872,572,3888,96,98,243,50000,5490,0.0,60371,0.0,old
30,3091381,0,145668,39778,94095,7631,14663,21041,0,2768505,668773.56,2997286,612753.23,new
42,3415181,1,150000,30716,109909,2351,786,31791,50000,3039628,753363.94,3305272,708844.86,new
23,140283,1,7385,1065,0,329,619,452,50000,80433,0.0,140283,0.0,old
26,280687,1,11416,3577,6692,204,701,53,50000,208044,0.0,273995,0.0,old
19,1764635,0,124589,24817,186170,6378,5763,5681,0,1411237,245305.94,1578465,170081.08,new
30,2220921,1,125852,24239,31358,4147,6021,28132,50000,1951172,413765.66,2189563,360743.66,new
53,274184,1,11055,889,17879,449,240,880,50000,192792,0.0,256305,0.0,old
23,741573,0,23727,13078,19535,2191,2092,3289,0,677661,49953.49,722038,23091.95,new
53,419192,1,46007,1954,9072,707,665,2562,50000,308225,0.0,410120,0.0,old
53,2799297,1,150000,13515,154096,4358,0,24006,50000,2403322,554836.46,2645201,502902.71,new
61,271622,1,28934,1947,9287,387,817,1121,50000,179129,0.0,262335,0.0,old
25,786798,0,55880,3521,41711,1905,2337,0,0,681444,50740.35,745087,25489.05,new
20,212729,1,21368,2741,11336,246,351,1149,50000,125538,0.0,201393,0.0,old
52,143049,1,5800,1395,7344,409,114,585,50000,77402,0.0,135705,0.0,old
24,172636,1,4545,2234,14217,405,583,1463,50000,99189,0.0,158419,0.0,old
34,848526,0,72926,10918,62579,957,1129,2257,0,697760,54134.08,785947,29738.49,new
58,648193,0,44839,5686,24414,1266,2765,5893,0,563330,26172.64,623779,0.0,new
58,199429,0,19858,2335,9726,623,470,0,0,166417,0.0,189703,0.0,old
44,1711291,1,89676,16713,58105,3897,2172,5816,50000,1484912,268292.54,1653186,193394.03,new
49,143499,1,5185,1054,12514,281,0,873,50000,73592,0.0,130985,0.0,old
38,122506,1,9862,1339,0,273,0,938,50000,60094,0.0,122506,0.0,old
47,685263,1,48789,11532,6862,710,838,1753,50000,564779,26474.03,678401,0.0,new
66,999377,1,106811,18012,83578,1945,0,3007,50000,736024,62092.99,915799,43243.1,new
60,2659025,1,131724,45056,166829,1516,1961,10587,50000,2251352,507421.82,2492196,455165.15,new
45,656768,0,42616,4900,36413,477,224,3963,0,568175,27180.4,620355,0.0,new
29,3173317,1,150000,15897,149175,5367,5088,24869,50000,2772921,670151.35,3024142,621132.3,new
62,908411,0,78153,8046,0,375,1404,7715,0,812718,78045.34,908411,42474.74,new
32,2953122,1,48967,33329,39636,665,1766,20646,50000,2758113,665531.26,2913486,586607.63,new
69,970485,0,78924,4436,63773,1708,1495,9569,0,810580,77600.64,906712,42298.05,new
31,870829,1,59824,5909,60883,2044,1697,879,50000,689593,52435.34,809946,32234.38,new
49,395306,1,27864,6164,12795,619,0,778,50000,297086,0.0,382511,0.0,old
22,1358340,1,84194,25581,104547,3331,3648,5045,50000,1081994,142582.13,1253793,94388.94,new
47,3962504,0,49268,34013,53551,4585,4152,25333,0,3791602,987979.82,3908953,897193.34,new
21,599499,1,35476,8476,14138,2411,1808,4397,50000,482793,0.0,585361,0.0,old
21,945328,1,35511,16487,53840,3677,0,5147,50000,780666,71378.53,891488,40714.75,new
29,133619,1,10279,1293,11601,137,221,0,50000,60088,0.0,122018,0.0,old
63,233409,1,6497,3739,24828,684,20,0,50000,147641,0.0,208581,0.0,old
38,356223,0,19816,2862,15198,685,0,608,0,317054,0.0,341025,0.0,old
65,507140,1,24140,3418,35385,347,1986,3081,50000,388783,0.0,471755,0.0,old
62,3558742,0,150000,48243,97751,5258,18433,22485,0,3216572,808570.46,3460991,757429.19,new
34,2029739,0,125169,20828,48363,3662,3972,8087,0,1819658,372733.3,1981376,295789.31,new
29,711179,1,73443,10122,5006,1139,2094,4335,50000,565040,26528.32,706173,21441.99,new
40,641221,1,70079,3306,26201,0,1576,1904,50000,488155,0.0,615020,0.0,old
40,384251,0,28644,4670,10328,1018,1014,1941,0,336636,0.0,373923,0.0,old
52,2730099,1,150000,7796,234941,8752,8812,15943,50000,2288796,519104.35,2530099,466990.89,new
27,858437,1,32374,18617,59799,1994,1221,3118,50000,691314,52793.31,798638,31058.35,new
57,4012165,1,150000,7115,297854,4072,2200,17020,50000,3581758,922508.5,3812165,866995.48,new
39,370786,1,5170,5391,12042,880,1556,1730,50000,294017,0.0,358744,0.0,old
48,429345,0,25945,3507,39343,737,1691,3880,0,354242,0.0,390002,0.0,old
69,1370542,1,97830,11969,45136,3402,1488,14082,50000,1146635,162750.12,1325406,109284.45,new
52,786900,1,32190,13082,49270,2177,2121,3254,50000,634806,41039.65,737630,24713.52,new
41,333912,0,20190,4637,10073,785,597,2213,0,295417,0.0,323839,0.0,old
58,381938,0,26907,5092,26157,22,300,3073,0,320387,0.0,355781,0.0,old
34,488241,1,40301,8457,35840,1017,279,349,50000,351998,0.0,452401,0.0,old
25,274790,1,10630,4247,20474,664,759,862,50000,187154,0.0,254316,0.0,old
47,122961,0,14742,815,4642,317,243,511,0,101691,0.0,118319,0.0,old
42,734416,1,72218,11068,0,1342,1356,0,50000,598432,33473.86,734416,24379.26,new
46,116007,0,2905,2234,0,154,325,562,0,109827,0.0,116007,0.0,old
54,873814,1,66090,11166,26139,153,1929,3528,50000,714809,57680.27,847675,36158.2,new
43,145589,1,7881,1743,8189,266,283,987,50000,76240,0.0,137400,0.0,old
55,807047,0,13264,8912,31173,0,980,4700,0,748018,64587.74,775874,28690.9,new
67,671460,0,15981,4220,19746,3126,1454,5827,0,621106,38190.05,651714,0.0,new
40,55462,1,3112,516,2807,28,34,230,50000,0,0.0,52655,0.0,old
36,4192668,1,150000,4558,84826,8527,8639,3437,50000,3882681,1016396.47,4107842,959246.7,new
29,309648,1,22653,4924,14829,1214,20,3083,50000,212925,0.0,294819,0.0,old
45,483204,1,16947,2891,56354,1784,1292,1851,50000,352085,0.0,426850,0.0,old
58,609496,1,79376,6081,45111,1302,1499,8412,50000,417715,0.0,564385,0.0,old
23,127408,1,4336,1415,10235,232,292,517,50000,60381,0.0,117173,0.0,old
32,70823,1,8268,650,3026,81,183,639,50000,7976,0.0,67797,0.0,old
63,144737,0,10148,1802,7066,649,112,702,0,124258,0.0,137671,0.0,old
31,584738,1,58603,4678,50803,601,2550,6012,50000,411491,0.0,533935,0.0,old
22,372190,1,15037,3480,0,283,627,1332,50000,301431,0.0,372190,0.0,old
27,248748,1,2544,1859,8905,180,222,1158,50000,183880,0.0,239843,0.0,old
22,173697,1,8621,3092,4806,320,605,1130,50000,105123,0.0,168891,0.0,old
57,493384,1,53147,3201,40203,1058,1426,1608,50000,342741,0.0,453181,0.0,old
69,298956,1,21024,2542,11642,714,1037,1700,50000,210297,0.0,287314,0.0,old
34,259092,1,13550,2581,13183,307,774,1924,50000,176773,0.0,245909,0.0,old
39,533847,1,56357,1327,2434,483,1505,4889,50000,416852,0.0,531413,0.0,old
61,169622,1,5785,1510,9825,595,8,1039,50000,100860,0.0,159797,0.0,old
43,716188,1,11419,5347,21480,1558,3357,8282,50000,614745,36866.96,694708,0.0,new
31,685517,0,50207,6935,44412,906,1298,2638,0,579121,29457.17,641105,0.0,new
60,3065848,0,150000,19822,181197,3576,10486,15232,0,2685535,642886.92,2884651,577611.11,new
39,1687155,1,126699,14289,63620,4706,5667,6738,50000,1415436,246616.03,1623535,184142.92,new
44,700777,1,57242,2708,0,487,1338,4928,50000,584074,30487.39,700777,20880.81,new
48,185814,0,10590,2302,1126,481,274,710,0,170331,0.0,184688,0.0,old
67,876692,0,26882,13321,27289,2087,1790,8560,0,796763,74726.7,849403,36337.91,new
42,4794744,1,132167,48877,255212,10285,16617,50000,50000,4286798,1142480.98,4594744,1111160.13,new
59,4420453,1,26606,50000,166470,2787,5366,27452,50000,4091772,1081632.86,4253983,1004842.7,new
47,820112,1,27323,11905,50857,1219,2921,6462,50000,669425,48240.4,769255,28002.52,new
44,927835,1,40604,15961,24123,316,548,7546,50000,788737,73057.3,903712,41986.05,new
59,103903,1,8092,525,9588,250,124,719,50000,34605,0.0,94315,0.0,old
48,293463,1,27592,2177,10993,0,685,670,50000,201346,0.0,282470,0.0,old
60,889791,1,11624,5277,39982,1051,4098,5167,50000,772592,69699.14,849809,36380.14,new
55,166993,1,8605,2228,10003,502,0,421,50000,95234,0.0,156990,0.0,old
46,177024,1,16095,1351,4841,144,679,1049,50000,102865,0.0,172183,0.0,old
63,1816056,1,83642,26233,133661,5152,2645,7472,50000,1507251,275262.31,1682395,202507.24,new
49,4889182,0,150000,34804,234065,10789,18002,32595,0,4442992,1191213.5,4689182,1140624.78,new
35,159685,1,8693,2255,8854,453,0,1060,50000,88370,0.0,150831,0.0,old
29,3389989,0,150000,12481,196986,4315,3749,18306,0,3004152,742295.42,3193003,673816.94,new
31,116652,0,9337,1296,0,127,0,211,0,105681,0.0,116652,0.0,old
60,296457,1,17621,3327,19220,960,222,1235,50000,203872,0.0,277237,0.0,old
42,246739,1,14050,1594,15735,297,806,276,50000,163981,0.0,231004,0.0,old
59,136310,0,7509,973,1757,0,198,816,0,125057,0.0,134553,0.0,old
36,3500692,1,150000,36547,241436,7570,2793,24337,50000,3029445,750186.84,3300692,707415.9,new
52,221322,1,12258,2515,8965,216,891,899,50000,145578,0.0,212357,0.0,old
54,459110,0,26868,1566,29789,1681,0,3743,0,395463,0.0,429321,0.0,old
62,3565279,0,150000,36623,163869,1071,10494,13546,0,3189676,800178.91,3401410,738839.92,new
41,493471,0,26118,3191,31633,1714,1334,2967,0,426514,0.0,461838,0.0,old
19,750715,1,36704,4594,94881,1340,835,907,50000,561454,25782.43,655834,0.0,new
56,51910,1,5455,543,3722,36,108,246,50000,0,0.0,48188,0.0,old
63,1360271,1,95236,0,68887,3136,5396,11356,50000,1126260,156393.12,1291384,102207.87,new
59,409298,0,17384,5600,33026,1431,1457,1090,0,349310,0.0,376272,0.0,old
69,110748,1,2487,1286,6288,212,212,559,50000,49704,0.0,104460,0.0,old
45,439601,0,27510,4960,21887,662,834,606,0,383142,0.0,417714,0.0,old
64,773138,1,43225,7045,46877,606,1690,2217,50000,621478,38267.42,726261,23531.14,new
44,867029,1,53996,15002,39868,1126,0,3310,50000,703727,55375.22,827161,34024.74,new
56,52164,0,4107,702,3587,200,59,21,0,43488,0.0,48577,0.0,old
18,289350,1,14814,6349,25383,126,1036,1696,50000,189946,0.0,263967,0.0,old
26,994488,1,90675,7984,48757,1182,0,7657,50000,788233,72952.46,945731,46356.02,new
38,633027,0,15659,8563,50114,341,1391,0,0,556959,24847.47,582913,0.0,new
69,787760,0,85264,4694,79929,634,2140,6341,0,608758,35621.66,707831,21614.42,new
62,249394,1,24464,4994,15921,701,132,1006,50000,152176,0.0,233473,0.0,old
23,489228,1,36890,1351,20448,332,1451,3075,50000,375681,0.0,468780,0.0,old
39,245079,0,9096,2954,25226,881,660,2237,0,204025,0.0,219853,0.0,old
25,422110,1,3763,5733,10129,1085,0,2995,50000,348405,0.0,411981,0.0,old
27,78531,1,1202,487,7515,94,0,458,50000,18775,0.0,71016,0.0,old
41,2289248,0,130560,27422,85418,4879,5108,17420,0,2018441,434753.59,2203830,365194.96,new
62,92394,1,872,1226,1962,180,201,555,50000,37398,0.0,90432,0.0,old
21,748008,0,5612,7235,60243,1031,624,7535,0,665728,47471.42,687765,0.0,new
67,167487,1,14104,1867,17063,47,661,234,50000,83511,0.0,150424,0.0,old
66,273426,0,11626,4585,13777,983,477,2152,0,239826,0.0,259649,0.0,old
40,262315,0,20016,65,3611,283,371,2592,0,235377,0.0,258704,0.0,old
47,133355,0,10173,1474,6928,444,109,632,0,113595,0.0,126427,0.0,old
18,957973,0,112339,10218,70151,3098,206,1967,0,759994,67078.75,887822,40333.49,new
22,4645596,1,65397,50000,42958,16790,10183,5902,50000,4404366,1179162.19,4602638,1113623.06,new
39,681843,1,40229,6610,0,1050,2376,1856,50000,579722,29582.18,681843,0.0,new
69,247786,1,16767,1860,11272,120,1149,1614,50000,165004,0.0,236514,0.0,old
23,154285,1,11154,592,2606,369,1082,1458,50000,87024,0.0,151679,0.0,old
64,738727,1,48115,6645,38927,908,2516,3102,50000,588514,31410.91,699800,0.0,new
42,273365,0,30915,2945,13164,388,642,2091,0,223220,0.0,260201,0.0,old
37,688213,0,54664,7808,9209,1894,97,6291,0,608250,35516.0,679004,0.0,new
58,277254,1,34988,3021,23711,912,326,579,50000,163717,0.0,253543,0.0,old
50,2182620,1,126888,20871,284882,6762,5831,22429,50000,1749839,350949.77,1982620,296177.44,new
57,865373,1,48135,10182,41571,1578,427,5528,50000,707952,56254.02,823802,33675.41,new
41,740334,1,88854,8168,106061,1042,1435,2399,50000,482375,0.0,634273,0.0,old
66,375014,1,26660,1968,33310,1166,1881,2999,50000,257030,0.0,341704,0.0,old
52,355743,0,19357,2862,22725,1265,1160,1335,0,307039,0.0,333018,0.0,old
34,1619227,0,123051,8770,1550,2036,3549,1230,0,1479041,266460.79,1617677,182315.22,new
65,3670389,1,150000,17848,279129,2133,0,27281,50000,3223127,810615.62,3470389,760361.37,new
56,874637,1,9722,5730,0,2996,0,6253,50000,799936,75386.69,874637,38962.25,new
55,637500,1,24479,3582,33769,1410,249,921,50000,523090,17802.72,603731,0.0,new
54,1801353,1,74639,29536,58018,3718,6891,5546,50000,1573005,295777.56,1743335,221520.52,new
18,472453,1,38644,4308,21350,1626,1731,2307,50000,352487,0.0,451103,0.0,old
68,428851,0,22194,2736,32904,548,493,1891,0,368085,0.0,395947,0.0,old
61,634231,0,43927,10374,41881,1419,137,4092,0,532401,19739.41,592350,0.0,new
53,911600,1,56482,15084,72850,1934,2586,2316,50000,710348,56752.38,838750,35230.0,new
42,507116,0,0,8140,31546,1457,1487,1025,0,463461,0.0,475570,0.0,old
35,149874,1,8995,1235,6035,687,441,19,50000,82462,0.0,143839,0.0,old
30,126983,0,9732,835,4093,369,268,797,0,110889,0.0,122890,0.0,old
40,302573,1,17031,3641,5801,611,540,1681,50000,223268,0.0,296772,0.0,old
32,133803,1,7316,367,2545,419,0,0,50000,73156,0.0,131258,0.0,old
56,389692,0,34742,1660,5766,958,131,1078,0,345357,0.0,383926,0.0,old
24,3265709,1,150000,38564,257584,8520,5844,1804,50000,2810977,682024.82,3065709,634101.21,new
28,591291,1,41850,8590,14657,1187,1665,1900,50000,471442,0.0,576634,0.0,old
23,215063,0,13826,3932,4691,337,935,1601,0,189741,0.0,210372,0.0,old
35,3490882,1,150000,50000,22127,2195,4949,16403,50000,3195208,801904.9,3468755,759851.56,new
48,101921,1,9095,1774,10273,344,201,228,50000,30006,0.0,91648,0.0,old
25,242334,1,17014,2567,10433,575,107,2142,50000,159496,0.0,231901,0.0,old
24,427859,0,8220,2333,38753,1623,2021,1441,0,373468,0.0,389106,0.0,old
27,89833,1,7034,1280,1651,306,170,781,50000,28611,0.0,88182,0.0,old
32,1515261,1,64578,19928,33540,1702,1845,10565,50000,1333103,220928.14,1481721,141797.97,new
23,68912,0,3684,56,0,138,22,368,0,64644,0.0,68912,0.0,old
56,878743,1,74118,12963,7142,1766,1370,1598,50000,729786,60795.49,871601,38646.5,new
41,86979,1,3035,702,2922,282,61,516,50000,29461,0.0,84057,0.0,old
64,80056,1,7462,715,1011,226,125,445,50000,20072,0.0,79045,0.0,old
42,3594226,1,61006,50000,85110,3854,5385,12592,50000,3326279,842799.05,3509116,772444.19,new
19,809380,0,28389,3922,9971,2444,1733,1657,0,761264,67342.91,799409,31138.54,new
27,81584,1,8546,330,6061,180,287,0,50000,16180,0.0,75523,0.0,old
32,517259,1,11904,5730,34879,654,98,2536,50000,411458,0.0,482380,0.0,old
24,186284,0,9611,2728,1396,103,300,1223,0,170923,0.0,184888,0.0,old
34,726376,0,32591,8980,75469,326,2364,312,0,606334,35117.47,650907,0.0,new
38,161008,0,16065,2635,16803,228,841,316,0,124120,0.0,144205,0.0,old
54,656444,1,25120,5875,22571,1125,1873,1282,50000,548598,23108.38,633873,0.0,new
25,224667,0,22750,2995,20769,508,115,997,0,176533,0.0,203898,0.0,old
20,243619,1,22449,3295,17202,541,584,2366,50000,147182,0.0,226417,0.0,old
29,4813497,0,150000,32431,300599,10622,5861,0,0,4414583,1182349.9,4613497,1117011.06,new
62,906910,0,46936,8727,32848,1441,1979,4379,0,810600,77604.8,874062,38902.45,new
31,249911,1,27866,2724,24231,538,0,1814,50000,142738,0.0,225680,0.0,old
19,1346228,1,73706,13710,120822,4774,3372,9684,50000,1070160,138889.92,1225406,88484.45,new
62,202500,1,13595,2800,14260,239,386,727,50000,120493,0.0,188240,0.0,old
19,424433,1,15565,5668,14201,0,562,973,50000,337464,0.0,410232,0.0,old
37,107412,0,5622,1173,4933,192,0,874,0,94618,0.0,102479,0.0,old
46,3585373,1,150000,5929,119565,7822,3360,38716,50000,3209981,806514.07,3465808,758932.1,new
21,142559,1,9374,857,5632,196,297,379,50000,75824,0.0,136927,0.0,old
22,629492,1,59187,4738,25987,650,904,6311,50000,481715,0.0,603505,0.0,old
46,740644,1,17697,4285,55382,2065,94,3091,50000,608030,35470.24,685262,0.0,new
55,2392336,1,106484,0,132061,6828,0,13198,50000,2083765,455134.68,2260275,382805.8,new
50,439852,1,14899,5296,34403,447,1041,1882,50000,331884,0.0,405449,0.0,old
65,272247,1,16897,1871,22366,84,336,1030,50000,179663,0.0,249881,0.0,old
54,589408,1,38928,10224,0,1003,153,6215,50000,482885,0.0,589408,0.0,old
56,861904,1,66250,8290,24550,1718,1025,3780,50000,706291,55908.53,837354,35084.82,new
67,4858150,1,150000,38485,46915,9284,10309,0,50000,4553157,1225584.98,4811235,1178705.32,new
33,4575409,1,150000,11063,218512,4648,18861,7163,50000,4133674,1094706.29,4375409,1042727.61,new
27,1185994,1,62900,11660,41005,2135,998,2944,50000,1014352,121477.82,1144989,74618.28,new
27,287379,0,14212,2961,7558,232,931,458,0,261027,0.0,279821,0.0,old
58,202055,0,8034,1235,4644,379,897,1822,0,185044,0.0,197411,0.0,old
45,996757,0,84866,8330,66853,2286,1609,3728,0,829085,81449.68,929904,44710.02,new
59,2579518,1,39700,20277,107801,0,7672,15867,50000,2338201,534518.71,2471717,448775.7,new
38,461592,1,49482,5506,22887,449,244,1283,50000,331741,0.0,438705,0.0,old
20,83736,1,8711,429,954,92,84,622,50000,22844,0.0,82782,0.0,old
38,81430,1,1059,1070,1518,271,11,509,50000,26992,0.0,79912,0.0,old
33,726767,1,21532,6591,0,1504,2463,3549,50000,641128,42354.62,726767,23583.77,new
29,602328,1,38131,2991,0,1382,347,1260,50000,508217,14709.14,602328,0.0,new
49,123952,1,3271,772,5877,101,96,990,50000,62845,0.0,118075,0.0,old
25,192488,1,2784,1465,3964,760,171,1524,50000,131820,0.0,188524,0.0,old
