scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C123,Financial Assistance For Development Of Buddhist/Tibetan Arts And Culture,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “Financial Assistance for Development of Buddhist/Tibetan Arts and Culture” was launched by the Ministry of Culture/ Government of India to provide financial assistance to voluntary Buddhist/Tibetan organizations including Monasteries.,
C124,Financial Assistance For Procuring Mobility Equipment To Disabled Ex-Servicemen (All Ranks),central,Any,Any,Any,Any,Any,Any,Any,Retired,Yes,Any,The scheme provides financial assistance of a maximum of ₹ 1/00/000 from the Armed Forces Flag Day Fund (AFFDF) for the procurement of modified scooters/ crutches and wheelchairs for Ex-Servicemen who are disabled after their retirement from service with a disability of 50% or more.,
C125,Financial Assistance For Promotion Of Guru-Shishya Parampara (Repertory Grant),central,Any,25,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “Financial Assistance for Promotion of Guru-Shishya Parampara (Repertory Grant)” was launched by the Ministry of Culture/ Government of India.,
C126,Financial Assistance To Cultural Organizations With National Presence,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme “Financial Assistance to Cultural Organizations with National Presence” was launched by the Ministry of Culture/ Government of India.,
C127,Financial Assistance Under The National Fund For Persons With Disabilities,central,Any,Any,Any,Any,Any,Any,Any,Any,Yes,Any,A scheme by DoEPwDs for providing financial assistance to the Persons with Disabilities (PwDs) in support of various livelihood activities. The objective of these guidelines is to provide a framework to support financial assistance under the Fund for relevant core areas  for empowerment of PwDs.,
C128,Financial Support Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,With a view to extend the benefits of equity and access to quality education to the economically weak students/ the University has introduced a financial support scheme for such students which will include fee waiver of all components of fee paid by students (except examination fee & hostel fee).,
C129,Financial Support To The Students Of N.E.R For Higher Professional Courses (NEC Merit Scholarship),central,Any,Any,Any,0,800000,Any,Any,Student,Any,Graduate,A scholarship scheme by the North Eastern Council (NEC)/ Ministry of Development of North Eastern Region for the students of the North Eastern States undergoing studies in different disciplines at different levels in Institutions inside as well as outside the North-East but within the country.,
C130,Food Safety & Standards Authority Of India (FSSAI) Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Program by the FSSAI provides interns with unique learning opportunities in various areas of food regulation of food safety administration. FSSAI is a statutory body established under the Food Safety & Standards Act/ 2006 under the aegis of the Ministry of Health & Family Welfare.,
C131,Forest And Climate Change Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Scheme seeks to engage students/ with Graduation/Postgraduation Degrees/ as well as Research Scholars/ enrolled in recognized Universities / Institutions within India/ or abroad/ as “Interns”. These "Interns" shall be inducted all over the country in various Divisions/Units of the Ministry.,
C132,Free Coaching Scheme,central,Any,Any,Any,0,800000,Any,Any,Student,Any,Graduate,The scheme aims to provide good coaching quality for DNT candidates to enable them to appear in competitive examinations and succeed in obtaining an appropriate job in the Public/Private Sector.,
C133,Free Coaching for SCs/ OBCs and beneficiaries of PM CARES Children Scheme,central,Any,Any,Any,0,800000,Any,OBC/SC,Student,Any,Graduate,To provide high-quality free coaching to economically disadvantaged Scheduled Castes (SCs)/ Other Backward Classes (OBCs)/ and eligible beneficiaries of the PM CARES Children Scheme for competitive exams in public and private sector employment and admission into professional courses.,
C134,Free Coaching for Students with Disabilities,central,Any,Any,Any,Any,Any,Any,Any,Student,Yes,Graduate,A Scheme "Free Coaching for Students with Disabilities" was initiated by the Department of Empowerment of Persons with Disabilities under the "Ministry of Social Justice and Empowerment".,
C135,Free Education For Sports Medal Winners / Participants Of National/ International Events,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,The scheme of "Free Education for Sports Medal Winners / Participants of National/ International Events" is introduced by UGC/ to provide financial assistance to the medal winners\ elite sports persons studying in universities/colleges leading to all the full-time regular courses.,
C136,FutureSkills Prime Incentive Program,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The scheme aims to promote a novel skilling ecosystem in the country/ the programme/scheme would incentivize the cost of the eligible course(s) concerned/ providing authentic and accredited certifications that are acceptable in the industry.,
C137,GROUP WORKSHED SCHEME,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The objective of the scheme is to facilitate the establishment of worksheds for shuttleless looms in an existing or new cluster/ which will provide the required scale of economy for business operations.,
C138,GST Exemption Certificate Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Yes,Any,"GST Exemption Certificate Scheme" has been introduced by the Dept. of Heavy Industries/ for issuing certificates to Persons with Disabilities (PwDs) having a disability percentage equal to or greater than 40%. The scheme provides GSC Concession to orthopedically disabled persons on purchase of car.,
C139,Galvanizing Organic Bio-Agro Resources Dhan (GOBARdhan),central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,GOBARdhan Scheme was launched in April 2018 as a part of the Solid and Liquid Waste Management component under Swachh Bharat Mission (Grameen) to positively impact village cleanliness and generate wealth and energy from cattle and organic waste. The main focus of GOBARDHAN is to keep villages clean.,
C140,Garima Greh Shelter Homes For Transgender Persons,central,Any,18,Any,Any,Any,Any,Any,Un-employed,Any,Any,Garima Greh aims to provide shelter to Destitute & abandoned Transgender persons with basic amenities like shelter/ food/ medical care and recreational facilities.,
C141,Gharaunda-Group Home for Adults Scheme,central,Any,18,Any,Any,Any,Any,Any,Any,Yes,Any,Gharaunda (Group Home for Adults) scheme aims at setting up Gharaunda Centres or Registered Organisations (RO) for for all Adult PwDs covered under the National Trust Act with adequate and quality care service with acceptable living standards including provision of basic medical care from profession,
C142,Good Samaritan Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Launched on 3rd Oct 2021 by the MoRTH/ the scheme grants an award to the good samaritan who has saved the life of a victim of a fatal accident (involving a motor vehicle) by administering immediate assistance and rushing to the Hospital/Trauma Care Centre within the Golden Hour of the accident.,
C143,Grant For Organizing Conference,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The "Grant for Organizing Conference (GOC)" scheme by AICTE provides financial assistance to institutions for organizing conferences in various fields of technical education. Both Onsite Conferences and Online Conferences are supported.,
C144,Green Business Scheme,central,Any,18,50,0,300000,Any,Any,Self-employed,Any,Any,Green Business Scheme has been launched by the National Safai Karamcharis Finance and Development Corporation to provide financial assistance in the form of loans for activities that can tackle the impacts of climate change and also be income-generating.,
C145,Group Insurance Scheme for Powerloom Weavers,central,Any,18,59,Any,Any,Any,Any,Self-employed,Any,Any,The basic objective of this scheme is to provide insurance cover to the powerloom weavers in the case of natural death/ accidental death as well as partial and permanent disability due to accident.,
C146,Group Personal Accident Insurance Scheme For Coir Workers,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Any,A group insurance scheme by MoMSME for coir workers. The scheme provides insurance cover against accidental death and permanent disability of the insured member.,
C147,HRIDAY: Heritage City Development & Augmentation Yojana,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Launched on 21st January 2015/ the scheme "National Heritage City Development and Augmentation Yojana"/ also known as "HRIDAY" is a central sector scheme by the Ministry of Tourism. The scheme was introduced to bring together urban planning/ economic growth/ and heritage conservation.,
C148,Hari Om Ashram Prerit Doctor Vikram Sarabhai Research Award,central,Any,Any,45,Any,Any,Any,Any,Any,Any,Postgraduate,The Shri Hari Om Ashram Prerit Doctor Vikram Sarabhai Research Awards are biennial awards established with funds from Pujya Shri Mota of Hari Om Ashram/ Nadiad/ to recognize outstanding contributions by Indian scientists under the age of 45 in the fields of Space Sciences etc.,
C149,Hari Om Ashram Prerit Senior Scientist Award,central,Any,45,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The Hari Om Ashram Prerit Senior Scientist Award was established to commemorate the birth centenary of Pujya Shri Mota/ the founder of the Hari Om Ashram/ Nadiad. It is awarded to an eminent Indian scientist for their innovative and outstanding contributions to the field of Science and Technology.,
C150,Health Minister’s Discretionary Grant,central,Any,Any,Any,0,125000,Any,Any,Any,Any,Any,A health scheme by Ministry of Health & Family Welfare for financially poor patients to defray a part of the expenditure on Hospitalization/treatment in Government Hospitals/for life threatening diseases covered under Rashtriya Arogya Nidhi (RAN)/ in cases where free medical facilities aren't there.,
C151,High Risk - High Reward Research,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The Scheme for Funding "High Risk - High Reward Research" aims at supporting proposals that are conceptually new & risky/ & if successful/ expected to have a paradigm-shifting influence on the S&T.,
C152,IASRI Scholarship For M.Sc And Ph.D,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Indian Agricultural Statistics Research Institute is a premier Institute under the Indian Council of Agricultural Research for conducting research and education in the field of agricultural statistics and computer application in agriculture.,
C153,ICAR - Post Matric Scholarship For Scheduled Caste / Scheduled Tribes Candidates,central,Any,Any,Any,0,250000,Any,Any,Student,Any,Secondary,The scheme "Post-Matric Scholarship to Scheduled Castes / Scheduled Tribes Candidates" was introduced by ICAR/ Dept. of Agricultural Research and Education/ to enable the students belonging to the weaker sections of society to complete undergraduate courses.,
C154,ICAR Emeritus Professor,central,Any,60,65,Any,Any,Any,Any,Retired,Any,Postgraduate,The ICAR floated the Scheme of Emeritus Professor in order to provide an opportunity to the superannuated teachers/ Scientists of universities/ colleges and institutions under ICAR-AU System.,
C155,ICAR Emeritus Scientist,central,Any,60,65,Any,Any,Any,Any,Retired,Any,Postgraduate,The ICAR Emeritus Scientist Scheme is a structural method of tapping the Brain and skill bank of the outstanding superannuated professionals of NARS by allowing them to complete the work in hand for its fruitful conclusion/ and utilize their talent in teaching specialized courses.,
C156,ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,central,Any,21,30,Any,Any,Any,Any,Student,Any,Graduate,ICAR awards a certain number of Junior Research Fellowships for Postgraduate Studies (course and research work) leading to a Master’s degree/ in different disciplines of agriculture and allied sciences. This is done to encourage talented students to undertake higher agricultural education.,
C157,ICAR National Professor And National Fellow,central,Any,Any,62,Any,Any,Any,Any,Any,Any,Postgraduate,To promote excellence by recognizing outstanding scientists with proven output and outcomes for creating a culture of basic research through their project work in the National Agricultural Research System (NARS).,
C158,ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences,central,Any,20,35,Any,Any,Any,Any,Student,Any,Postgraduate,ICAR awards a certain number of Senior Research Fellowships for Ph.D. in an Agricultural University (AU)/ in different disciplines of agriculture and allied sciences. This is done to encourage talented students to undertake higher agricultural education.,
C159,ICMR- Post Doctoral Fellowship,central,Any,Any,32,Any,Any,Any,Any,Student,Any,Postgraduate,ICMR- Post Doctoral Fellowship (ICMR-PDF) Scheme is being instituted to foster high-quality research opportunities for promising fresh Ph.D./MD/MS holders in the areas of basic science/ communicable and non-communicable diseases/ & reproductive health including nutrition at ICMR Institutes/Centers.,
C160,ICMR-Junior Research Fellowship,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,ICMR-Junior Research Fellowship (ICMR-JRF) examination is the first step in the process of admission to the PhD/Research Programme through council's support.,
C161,ICRO Amrit Internship Programme,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Graduate,The IPL Centre for Rural Outreach (ICRO) has launched ICRO Amrit Internship Programme focused on youth productivity for prosperity. The interns will be placed at the headquarters and Regional Offices of NPC/ IPL. The duration of the internship will be 3 months initially/ renewable up to four times.,
C162,ICSSR Doctoral Fellowship,central,Any,Any,40,Any,Any,Any,Any,Student,Any,Postgraduate,The Indian Council of Social Science Research (ICSSR) offers Doctoral Fellowships to support full-time Ph.D. scholars engaged in high-quality research in the field of social and human sciences. These fellowships are awarded to Indian research scholars registered in Ph.D. programs at UGC-recognized u,
C163,ICSSR International Collaboration,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Postgraduate,The Indian Council of Social scientific Research (ICSSR)/ under the Ministry of Education/ offers a Travel Grant for participation in International Conference abroad. The aim of this programme is to assist invited social science scholars to make substantial contributions to international seminars/co,
C164,ICSSR Post-Doctoral Fellowship,central,Any,Any,45,Any,Any,Any,Any,Student,Any,Postgraduate,The Indian Council of Social Science Research (ICSSR) offers Postdoctoral Fellowships to encourage original and quality research by young and mid-career scholars in the field of social sciences. It is designed for researchers who have just finished their Ph.D. in advanced social science research.,
C165,ICSSR Senior Fellowship,central,Any,Any,70,Any,Any,Any,Any,Retired,Any,Postgraduate,The Indian Council of Social scientific Research (ICSSR)/ under the Ministry of Education/ offers a Senior Fellowship Scheme designed to assist accomplished Indian researchers in conducting advanced social science research.,
C166,IGSTC Industrial Fellowship- PhD Industrial Exposure Fellowship,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,The Indo-German Science & Technology Centre (IGSTC) Industrial Fellowship Programme was launched by Secretary/ Department of Science and Technology/ Govt. of India on the occasion of IGSTC’s 11th Foundation Day on 14th June 2021 to support young Indian researchers for industrial exposure in Germany.,
C167,IGSTC Industrial Fellowship- Post Doctoral Industrial Fellowship,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,This programme is aimed at encouraging Postdoctoral researchers/fresh PhDs in S&T with appreciable track record and having aptitude for applied research and technology development.,
C168,INSPIRE Awards – MANAK (Million Minds Augmenting National Aspirations and Knowledge),central,Any,10,15,Any,Any,Any,Any,Student,Any,Secondary,The scheme aims to motivate students in the age group of 10-15 years and studying in classes 6 to 10 to target one million original ideas/innovations rooted in science and societal applications to foster a culture of creativity and innovative thinking among school children.,
C169,IVRI Institute Scholarship For M.V.Sc. And Ph.D.,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Indian Veterinary Research Institute will award scholarships to MVSc and PhD students who need financial assistance.his provision will be utilized to assist as many students as possible who have good academic record and who are making diligent efforts to pursue higher education.,
C170,Incubation Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Incubation Scheme aims to promote and support untapped creativity and to promote adoption of latest technologies in MSMEs that seek the validation of their ideas at the proof-of-concept level.,
C171,Indian Agricultural Research Institute - Scholarship,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Indian Agricultural Research Institute (IARI) Junior and Senior Scholarship shall be awarded to M.Sc. and Ph.D. students admitted under General Open Competition Scheme.,
C172,Indian Community Welfare Fund,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,A scheme by Ministry of External Affairs (MEA) for the welfare of Overseas Indians; assisting them in distress situations. ICWF has also been a critical support in emergency evacuation of Indian nationals from conflict zones/ countries affected by natural disasters and other challenging situations.,
C173,Indira Gandhi National Disability Pension Scheme,central,Any,18,79,0,800000,Any,Any,Any,Yes,Any,A non-contributory pension scheme to provide social security to Divyangjans aged 18 and above who belong to a poor family (BPL) in society.,
C174,Indira Gandhi National Widow Pension Scheme,central,Any,40,79,0,800000,Female,Any,Any,Any,Any,A non-contributory pension scheme to provide social security to widows of poor family (BPL)  of the society.,
C175,Indirect Tax Internship Scheme In Central Board Of Indirect Taxes And Customs (CBIC),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The "Indirect Tax Internship Scheme" by CBIC takes Law Students/ Graduates as Interns every year. The interns are expected to study case files/ assist in legal research and drafting of petitions/ brief the counsels and extend any other related legal/general assistance to officers/counsels.,
C176,Indo-French Postdoctoral Research Programme for Women in Science,central,Any,Any,45,Any,Any,Female,Any,Student,Any,Postgraduate,This programme will provide a platform for women candidates to engage & work with Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,
C177,Indo-French Visiting/Mobility Programme for Women in Science,central,Any,Any,45,Any,Any,Female,Any,Any,Any,Postgraduate,This programme will encourage women candidates to work with the Indian/French scientific communities with an aim to accelerate their talented instincts towards carrying out advanced studies and research in the frontier areas of Science & Technology.,
C178,Industrial R&D Promotion Programme: Recognition Of In-House R&D Units,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,DSIR is operating a scheme called "Recognition of In-House R&D Units" with the objective of granting recognition & registration to in-house R&D units established by the corporate industry. The In-house R&D units are expected to be engaged in innovative research & development activities.,
C179,Infrastructure and Technology Support,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The sub-scheme “Infrastructure and Technology Support” aims to develop world-class infrastructure in the country to support handicraft production/ enhance product quality/ and reduce costs to enable it to compete in the global market.,
C180,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Faculty Fellowship,central,Any,27,32,Any,Any,Any,Any,Student,Any,Postgraduate,The "INSPIRE FACULTY FELLOWSHIP" component provides opportunities to 100 persons every year with Ph.D. qualifications in the age group of 27-32 years for 5 years to carry out research in both basic and applied science areas including engineering/ medicine/ agriculture/ and veterinary sciences.,
C181,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Fellowship,central,Any,22,27,Any,Any,Any,Any,Student,Any,Postgraduate,INSPIRE Fellowship is one of the components of INSPIRE scheme implemented by the Department of Science and Technology (DST)/ Government of India to strengthen the Science and Technology base of the country. This Component focuses on attracting students to pursue doctoral degree.,
C182,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Internship,central,Any,16,17,Any,Any,Any,Any,Student,Any,Secondary,INSPIRE INTERNSHIP aims to provide exposure to the top 1% of students at the Class X Board level by organizing Science Camps either during summer or winter which provides an opportunity for them to interact with Science icons from India and abroad/ including Nobel Laureates.,
C183,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Scholarship For Higher Education (SHE),central,Any,17,22,Any,Any,Any,Any,Student,Any,Graduate,The scheme "INSPIRE Scholarship for Higher Education (SHE)" aims to attract students to study basic and natural Science subjects at undergraduate and postgraduate levels and pursue research as a career by providing scholarships to interested and deserving students.,
C184,Innovations for Defence Excellence,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Aimed at creation of an ecosystem to foster innovation and technology development in Defence and Aerospace by engaging Industries (incl MSMEs/ start-ups/ individual innovators R&D institutes/ academia) and provide them grants and other supports to carry out R&D innovation for adoption in D&A Sector,
C185,Institutional Support for Development and Marketing of Tribal Products/Produce,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “Institutional Support for development and Marketing of Tribal Products/Produce” was introduced in 2014-15 by the Ministry of Tribal Affairs/ Government of India.,
C186,Institutions of Eminence scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Institutions of Eminence scheme has been launched in order to empower Higher Educational Institutions and to help them become world class teaching and research institutions.,
C187,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The scheme "Export Oriented Production: Large Cardamom Certified Nursery (Unit)" is a Sub-Scheme of the Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom by the Spice Board/ Department of Commerce and Industry/ Ministry of Commerce.,
C188,Integrated Scheme on Agriculture Cooperation,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The Integrated Scheme on Agriculture Cooperation (ISAC) is a Central Sector Scheme of the Ministry Of Agriculture/ Government of India. It is being implemented through the National Cooperative Development Corporation (NCDC).,
C189,Intellectual Property Right Scheme Under MSME Innovative Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Intellectual Property Right Scheme offers legal and intellectual property filing support including patents/ trademarks/ copyrights/ designs/ geographical indications (GI) etc.,
C190,Interest Subsidy Eligibility Certificate (isec) Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The Interest Subsidy Eligibility Certificate (ISEC) Scheme is an essential mechanism of funding the Khadi programme undertaken by Khadi institutions.,
C191,International Centre for Environment Audit and Sustainable Development (iCED),central,Any,Any,Any,Any,Any,Any,Any,Government-employed,Any,Any,The "International Centre for Environment Audit and Sustainable Development (iCED)" scheme provides a platform to young students pursuing courses in Ocean Science/ Environmental Science/ Environment Management/ Environment Audit/ etc. to help develop awareness about the work of iCED with special.,
C192,International Cooperation Scheme- Capacity Building of First Time MSE Exporters,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “International Cooperation Scheme” was launched by the MSME/ Govt. of India with the aim to capacity build MSMEs for entering export market by providing reimbursement of various costs incurred by first time MSE exporters on export shipments.,
C193,International Cooperation Scheme- Market Development Assistance,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme “International Cooperation Scheme” was launched by the MSME/ Govt. of India with the aim to capacity build MSMEs for entering the export market by facilitating their participation in international exhibitions/fairs/conferences/seminars/buyer-seller meets abroad.,
C194,Internship Policy Of Indian Council For Cultural Relations (ICCR),central,Any,Any,25,Any,Any,Any,Any,Student,Any,Graduate,ICCR provides an excellent opportunity for budding scholars to familiarise themselves with the role of soft power in foreign policy formulation in the Govt of India. These ‘Interns’ would be expected to supplement the process of analysis in various fields (creative writing/ cultural mapping/ etc).,
C195,Internship Program At The Indian Patent Office,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Program by the Indian Patent Office recognizes the abundance of creative and innovative energies that flow in India/ and the need to tap into and channelize these energies. The program aims to work towards the fulfilment of the objectives of the National IPR Policy.,
C196,Internship Programme At Serious Fraud Investigation Office,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Programme at SFIO was started in 2017 to provide a platform for the interaction of talented and young scholars and researchers from reputed academic institutions who are pursuing Post-Graduation/Research Programs in Economics/ Commerce/Law/ Management and Computer Forensics/ etc.,
C197,Internship Programme By The Ministry Of External Affairs,central,Any,Any,25,Any,Any,Any,Any,Student,Any,Graduate,The Ministry of External Affairs launched the first edition of the Internship Programme in 2022. The internship policy aims to take foreign policy closer to the people. A total of 75 internships will be offered in the year 2022 in a single term of three months during April to June 2022.,
C198,Internship Programme Of The Department Of Expenditure,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Programme of the Department of Expenditure aims to familiarize willing and eligible undergraduates pursuing five-year integrated courses and Graduates pursuing post-Graduation/ post-Graduates pursuing Research with the overall process of formulation of economic policies of the Govt.,
C199,Internship Programme Of The Wildlife Crime Control Bureau (MoEFCC),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,Internship at Wildlife Crime Control Bureau (WCCB) provides an excellent opportunity for students/researchers to familiarize themselves with various issues related to wildlife & the functioning of WCCB. The intern shall have an orientation session and would be assigned specific areas of work.,
C200,Internship Programme for Women Students / Scholars / Social Activists / Teachers,central,Any,18,Any,Any,Any,Female,Any,Student,Any,Any,The Ministry of Women and Child Development launched the Internship Programme aims to harness the talent of the trainees/ giving them an opportunity to work towards bringing more efficiency in the implementation of the schemes.,
C201,Internship Scheme By The Unique Identification Authority Of India (UIDAI),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Scheme by the UIDAI enables the students to gain adequate exposure to various Technology tracks and other units within UIDAI Headquarters/ Technology Centre and Regional offices. It would be expected to work in the field of application development/ legal domains (cyber laws/IT) etc.,
C202,Internship Scheme For PG/Research Students In Directorate General Of Trade Remedies (DGTR),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Postgraduate,The Internship Scheme by the Directorate General of Trade Remedies (DGTR) provides opportunities for young scholars/ especially from Law / Economics stream/ interested in learning about trade remedial investigations.,
C203,Internship Scheme Of Employees’ Provident Fund Organisation (EPFO),central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall have an opportunity to know about the EPFO’s functioning and Departmental Policy issues in EPFO and Government of India.,
C204,Internship Scheme Of The Department Of Economic Affairs,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,The Department of Economic Affairs of the Ministry of Finance manages the Internship Scheme for PhD or postgraduate students working on specific issues relating to macroeconomic management/ capital Markets/ Economic Reforms/ Exchange Management/ Foreign Investment in India/ etc.,
C205,Internship Scheme Of The Ministry Of Labour & Employment,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,Through the Internship Scheme/ the Ministry of Labour & Employment engage eligible students as “Interns" to work for mutual benefit. The “Interns” shall have an opportunity to know about the Government functioning and Department Policy issues in the Government of India.,
C206,J.C. Bose Fellowship,central,Any,Any,68,Any,Any,Any,Any,Any,Any,Postgraduate,The “J.C. Bose fellowship” is awarded to active scientists in recognition of their outstanding performance. The fellowship is scientist-specific and very selective.,
C207,Jal Jeevan Mission,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Jal Jeevan Mission/ is envisioned to provide safe and adequate drinking water through individual household tap connections by 2024 to all households in rural India.,
C208,Janani Shishu Suraksha Karyakram,central,Any,Any,Any,Any,Any,Female,Any,Any,Any,Any,A scheme by Ministry of MoHFW for pregnant women who access government health facilities for their delivery. to absolutely free and no expense delivery/ including caesarean section. Essential care is provided to the mother and her neonate within 48 hours.,
C209,Jiyo Parsi Scheme – Health of the Community,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,This scheme provides financial assistance to eligible Parsi couples to support their dependent elderly family members & children. The benefit is given only to couples who have a child after introduction of this component in 2017-18 & have an annual family income of less than ₹15 lakh from all source,
C210,Jiyo Parsi Scheme – Medical Assistance,central,Any,Any,Any,0,1000000,Any,Any,Any,Any,Any,This scheme provides financial support to the Parsi couples for fertility treatments/ including Assisted Reproductive Technologies (ART) such as In-Vitro Fertilization (IVF) and Intra Cytoplasmic Sperm Injection (ICSI)/ along with other methods/ including surrogacy/ wherever required.,
C211,Junior Research Fellowship,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,The Department of Biotechnology/ Ministry of Science & Technology/ Government of India provides fellowships for pursuing research in biotechnology and life-sciences through the "DBT-Junior Research Fellowship" (DBT-JRF) Programme.,
C212,Junior Research Fellowship (JRF) And Research Associateship (RA) For Foreign Nationals,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The scheme was initiated keeping in view the political and cultural bilateral relations of India with other developing countries: Asia/ Africa/ Latin America. The scheme has opened new vistas for foreign students and teachers/ enable them to come to India and undertake advanced studies and research.,
C213,Junior Research Fellowship In Engineering & Technology,central,Any,Any,28,Any,Any,Any,Any,Student,Any,Postgraduate,The scheme "Junior Research Fellowship in Engineering & Technology" by the University Grants Commission (UGC)/ Department of Higher Education is meant for candidates who wish to pursue research leading to a Ph.D. degree in engineering and technology.,
C214,Junior Research Fellowship In Sciences/ Humanities/ And Social Sciences,central,Any,Any,31,Any,Any,Any,Any,Student,Any,Postgraduate,The scheme of Junior Research Fellowship in Sciences/ Humanities/ and Social Science by UGC/ Dept. of Education/ is open to candidates who qualify for the National Eligibility Test-Junior Research Fellowship(NET-JRF) of the UGC and the UGC-Council of Scientific and Industrial Research (UGC-CSIR).,
C215,Jute Raw Material Bank Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Jute Raw Material Bank Scheme (JRMB) will be set up in the local clusters across the country in collaboration with bonafide Agencies who have adequate experience in similar activities and have the required storage/ display/ and selling infrastructure.,
C216,Jute Resource-Cum-Production Centre,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Jute Resource-Cum-Production Centre (JRCPC) will be set up in the local clusters and localities across the country in collaboration with bonafide Agencies who have adequate experience in training and skilling programs and have required training cum-production infrastructure.,
C217,Kabir Puraskar Scheme,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,The  Govt. of  India introduced the  “Kabir Puraskar  Scheme”  in  1990   under which a   National    Award designated as “KABIR PURASKAR” was instituted in three grades/ namely/ Grade One/ Grade Two and  Grade Three carrying a title and cash Award for acts performed during communal riots.,
